,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,InventoryID,Description,ItemStatus,ItemClass,Type,ValuationMethod,PlanningMethod,PostingClass,TaxCategory,DefaultWarehouse,DefaultReceivingLocation,DefaultIssueLocation,BaseUnit,SalesUnit,PurchaseUnit,MfgDfltMarkFor,MakeToOrder,DefaultVendorIDUS,DefaultVendorIDCA,InvPlanningSource,EDGQBID,EDLQBID,EDGOldName,EDLOldName,PiecesOfMedia,PriceGroup,ItemHeight,ItemWidth,ItemIsMetric,VendorItemID,CycleID,SalesAccount,SalesSubAccount,SafetyStock,ReorderPoint,MinOrderQty,MaxOrderQty,LeadTime,ItemHeightText,ItemWidthText
,C1P4024                       ,"40 X 24 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C68-1626932343,80000E0E-1171040408,NULL,NULL,1,Custom,24,40,FALSE,NULL,101,40200,0,0,0,0,0,0,24,40
,C1P4024X                      ,"40 X 24 CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003290-1481819764,NULL,NULL,1,Custom,24,40,FALSE,NULL,101,40200,0,0,0,0,0,0,24,40
,C1P4025                       ,"40 X 25 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C69-1626932344,800018E4-1244226085,NULL,NULL,1,Custom,25,40,FALSE,NULL,101,40200,0,0,0,0,0,0,25,40
,C1P411/2133/8                 ,"41 1/2 X 13 3/8 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001BA4-1677789513,8000216E-1333473390,NULL,NULL,1,Custom,13.375,41.5,FALSE,NULL,101,40200,0,0,0,0,0,0,13 3/8,41 1/2
,C1P411/2153/4X                ,"41 1/2 X 15 3/4 CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C6A-1626932345,80001BFF-1280864726,NULL,NULL,1,Oversize,15.75,41.5,FALSE,NULL,101,40200,0,0,0,0,0,0,15 3/4,41 1/2
,C1P411/2233/4X                ,"41 1/2 X 23 3/4 CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C6B-1626932346,80003061-1458133191,NULL,NULL,1,Custom,23.75,41.5,FALSE,NULL,101,40200,0,0,0,0,0,0,23 3/4,41 1/2
,C1P411/273/8                  ,DO NOT USE... THIS PART IS INCORRECT,IN,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001DA4-1682434416,NULL,NULL,NULL,1,Custom,7.375,41.5,FALSE,NULL,101,40200,0,0,0,0,0,0,7 3/8,41 1/2
,C1P417990X                    ,"417 MM X 990 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C6C-1626932347,8000406C-1609425445,NULL,NULL,1,Custom,990,417,TRUE,NULL,101,40200,0,0,0,0,0,0,990,417
,C1P4181000X                   ,"418 MM X 1000 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C6D-1626932348,8000406A-1609425293,NULL,NULL,1,Custom,1000,418,TRUE,NULL,101,40200,0,0,0,0,0,0,1000,418
,P6100 - 163/8241/2X           ,PREMIERONE 16 3/8 X 24 1/2 POLARIZED MEDIA PANEL W/ 3-PK MEDIA EXACT,AC,P1P       ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800036A2-1524242524,NULL,NULL,4,NULL,24.5,16.375,FALSE,NULL,101,40100,0,0,0,0,0,0,24 1/2,16 3/8
,C1P430590                     ,"430 MM X 590 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C79-1626932359,8000350D-1508933678,NULL,NULL,1,Custom,590,430,TRUE,NULL,101,40200,0,0,0,0,0,0,590,430
,C3P131/2131/2X                ,13 1/2 X13 1/2 CARBON MEDIA 3-PACK EXACT,AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CFD-1626932477,800014ED-1202752205,C3P131/2131/2 X,NULL,3,Custom,13.5,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,13 1/2,13 1/2
,C3P131/2151/2X                ,"13 1/2 X 15 1/2 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,8000357E-1512508765,NULL,NULL,3,Custom,15.5,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,15 1/2,13 1/2
,C3P131/2211/2X                ,"13 1/2 X 21 1/2 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800029AC-1413298544,NULL,NULL,3,Custom,21.5,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,21 1/2,13 1/2
,C3P131/2231/2X                ,"13 1/2 X 23 1/2 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CFE-1626932478,80000F37-1171040531,C3P131/2231/2 X,NULL,3,Custom,23.5,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,23 1/2,13 1/2
,C3P131/2241/2X                ,"13 1/2 X 24 1/2 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CFF-1626932478,80000F38-1171040531,C3P131/2241/2 X,NULL,3,Custom,24.5,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,24 1/2,13 1/2
,C3P131/2271/2X                ,"13 1/2 X 27 1/2 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800017E6-1234282301,NULL,NULL,3,Custom,27.5,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,27 1/2,13 1/2
,C3P131/2373/4X                ,"13 1/2 X 37 3/4 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800019D9-1254426756,NULL,NULL,3,Oversize,37.75,13.5,FALSE,NULL,101,40100,0,0,0,0,0,0,37 3/4,13 1/2
,C3P131/4201/4X                ,"13 1/4 X 20 1/4 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000D01-1626932480,80003A1F-1555523328,C3P131/4201/4 X,NULL,3,Custom,20.25,13.25,FALSE,NULL,101,40100,0,0,0,0,0,0,20 1/4,13 1/4
,C3P131/420X                   ,"13 1/4 X 20 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000D00-1626932479,80003B5A-1567527405,C3P131/420 X,NULL,3,Custom,20,13.25,FALSE,NULL,101,40100,0,0,0,0,0,0,20,13 1/4
,C3P131/8191/4X                ,"13 1/8 X 19 1/4 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800016C6-1637700826,800045DA-1637754941,NULL,NULL,3,Custom,19.25,13.125,FALSE,NULL,101,40100,0,0,0,0,0,0,19 1/4,13 1/8
,C1P4451076LPX                 ,"445 MM X 1076 MM LPD MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800021B7-1727888116,80004D9B-1726661988,NULL,NULL,1,Custom,1076,445,TRUE,NULL,101,40200,0,0,0,0,0,0,1076,445
,C1P450300                     ,"450 MM X 300 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C82-1626932367,80001CF8-1291213202,NULL,NULL,1,Oversize,300,450,TRUE,NULL,101,40200,0,0,0,0,0,0,300,450
,C1P4509                       ,"45 X 09 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C83-1626932368,80003DF2-1593012991,NULL,NULL,1,Custom,9,45,FALSE,NULL,101,40200,0,0,0,0,0,0,9,45
,C1P461/2153/4X                ,"46 1/2 X 15 3/4 CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C84-1626932368,80002846-1397156819,NULL,NULL,1,Oversize,15.75,46.5,FALSE,NULL,101,40200,0,0,0,0,0,0,15 3/4,46 1/2
,C1P461/2233/4X                ,"46 1/2 X 23 3/4 CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C85-1626932369,80002991-1412346545,NULL,NULL,1,Custom,23.75,46.5,FALSE,NULL,101,40200,0,0,0,0,0,0,23 3/4,46 1/2
,C1P4611102LP+CX               ,"461 MM X 1102 MM LPD MEDIA, WITH EXTRA CARBON, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001BCD-1678993202,8000490D-1673898421,NULL,NULL,1,Custom,1102,461,TRUE,NULL,101,40200,0,0,0,0,0,0,1102,461
,C1P4612                       ,"46 X 12 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800026DB-1382965206,NULL,NULL,1,Custom,12,46,FALSE,NULL,101,40200,0,0,0,0,0,0,12,46
,C1P4624                       ,"46 X 24 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C86-1626932370,800026DA-1382965174,NULL,NULL,1,Custom,24,46,FALSE,NULL,101,40200,0,0,0,0,0,0,24,46
,C1P471936                     ,"471 MM X 936 MM LPD MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80002138-1722541151,NULL,NULL,NULL,1,Custom,936,471,TRUE,NULL,101,40200,0,0,0,0,0,0,936,471
,C1P477936LPX                  ,"477 MM X 936 MM LPD MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800021B7-1727888116,80004D9B-1726661988,NULL,NULL,1,Custom,936,477,TRUE,NULL,101,40200,0,0,0,0,0,0,936,477
,3LP141/227X                   ,"14 1/2 X 27 LPD, HD FRAME, W/ 3 MEDIA PADS EXACT",AC,1INP      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001E3A-1690304779,80004A9D-1690370408,NULL,NULL,4,Custom,27,14.5,FALSE,NULL,101,40100,0,0,0,0,0,0,27,14 1/2
,C1P545300X                    ,"545 MM X 300 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C92-1626932381,80003860-1542044619,NULL,NULL,1,Custom,300,545,TRUE,NULL,101,40200,0,0,0,0,0,0,300,545
,C1P547805X                    ,"547 MM X 805 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C93-1626932382,80004068-1609425209,NULL,NULL,1,Custom,805,547,TRUE,NULL,101,40200,0,0,0,0,0,0,805,547
,C1P550330                     ,"550 MM X 330 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,8000348D-1505916182,NULL,NULL,1,Custom,330,550,TRUE,NULL,101,40200,0,0,0,0,0,0,330,550
,C1P555770                     ,"555 MM X 770 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C94-1626932382,800039C2-1553689967,NULL,NULL,1,Custom,770,555,TRUE,NULL,101,40200,0,0,0,0,0,0,770,555
,C1P560330                     ,"560 MM X 330 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C95-1626932383,8000348C-1505916152,NULL,NULL,1,Custom,330,560,TRUE,NULL,101,40200,0,0,0,0,0,0,330,560
,C1P560330ACTUAL               ,"560 MM X 330 MM CARBON MEDIA , 1-PAD ACTUAL",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003713-1528907562,NULL,NULL,1,Custom,330,560,TRUE,NULL,101,40200,0,0,0,0,0,0,330,560
,C1P560330X                    ,"560 MM X 330 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003778-1533049154,NULL,NULL,1,Custom,330,560,TRUE,NULL,101,40200,0,0,0,0,0,0,330,560
,C1P560615                     ,560 MM X 615 MM CARBON MEDIA 1-PAD,AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,EDL-ON1   ,ZONE 1    ,ZONE 1    ,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C96-1626932384,80003952-1550849094,NULL,NULL,1,Custom,615,560,TRUE,NULL,101,40200,0,0,0,0,0,0,615,560
,C1P565235ACTUAL               ,"565 MM X 235 MM CARBON MEDIA , 1-PAD ACTUAL",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800035B1-1515431778,NULL,NULL,1,Custom,235,565,TRUE,NULL,101,40200,0,0,0,0,0,0,235,565
,C1P567590X                    ,"567 MM X 590 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800017CB-1645462852,80004694-1645536502,NULL,NULL,1,Custom,590,567,TRUE,NULL,101,40200,0,0,0,0,0,0,590,567
,C1P584762LP+CX                ,"584 MM X 762 MM LPD MEDIA WITH EXTRA CARBON,1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80004712-1651148786,NULL,NULL,1,Custom,762,584,TRUE,NULL,101,40200,0,0,0,0,0,0,762,584
,C1P500800X                    ,"500 MM X 800 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C8C-1626932375,80004066-1609425058,NULL,NULL,1,Custom,800,500,TRUE,NULL,101,40200,0,0,0,0,0,0,800,500
,C1P585515                     ,"585 MM X 515 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C97-1626932385,8000394C-1550848786,NULL,NULL,1,Custom,515,585,TRUE,NULL,101,40200,0,0,0,0,0,0,515,585
,C3P071/423X                   ,"07 1/4 X 23 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800031E1-1475609498,NULL,NULL,3,Custom,23,7.25,FALSE,NULL,101,40100,0,0,0,0,0,0,23,7 1/4
,C3P0820                       ,"08 X 20 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,8000187B-1240500780,NULL,NULL,3,Custom,20,8,FALSE,NULL,101,40100,0,0,0,0,0,0,20,8
,C3P0821                       ,"08 X 21 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80002ACE-1420658335,NULL,NULL,3,Custom,21,8,FALSE,NULL,101,40100,0,0,0,0,0,0,21,8
,C3P0822                       ,"08 X 22 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CE8-1626932458,80001225-1181587859,NULL,NULL,3,Custom,22,8,FALSE,NULL,101,40100,0,0,0,0,0,0,22,8
,C3P08233/4X                   ,"08 X 23 3/4 CARBON MEDIA, 3-PACK EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800020F7-1721413002,80001162-1176224981,NULL,NULL,3,Custom,23.75,8,FALSE,NULL,101,40100,0,0,0,0,0,0,23 3/4,8
,C3P0824                       ,"08 X 24 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CE9-1626932459,80001311-1188399077,NULL,NULL,3,Custom,24,8,FALSE,NULL,101,40100,0,0,0,0,0,0,24,8
,C3P0834                       ,"08 X 34 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800017DC-1645821581,NULL,NULL,NULL,3,Custom,34,8,FALSE,NULL,101,40100,0,0,0,0,0,0,34,8
,C3P091/2091/2                 ,"09 1/2 X 09 1/2 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80003B7D-1568642870,NULL,NULL,3,Custom,9.5,9.5,FALSE,NULL,101,40100,0,0,0,0,0,0,9 1/2,9 1/2
,C3P091/291/2                  ,"9 1/2 X 9 1/2 CARBON MEDIA, 3-PACK",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000E21-1626932783,NULL,C3P91/291/2,NULL,3,Custom,9.5,9.5,FALSE,NULL,101,40100,0,0,0,0,0,0,9 1/2,9 1/2
,C1P590340                     ,"590 MM X 340 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,80004730-1652897889,NULL,NULL,1,Custom,340,590,TRUE,NULL,101,40200,0,0,0,0,0,0,340,590
,C1P590340X                    ,"590 MM X 340 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001919-1652897344,8000496F-1677514361,NULL,NULL,1,Custom,340,590,TRUE,NULL,101,40200,0,0,0,0,0,0,340,590
,C1P590400                     ,"590 MM X 400 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C98-1626932386,80003160-1469205033,NULL,NULL,1,Custom,400,590,TRUE,NULL,101,40200,0,0,0,0,0,0,400,590
,C1P590500X                    ,"590 MM X 500 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80001A10-1661795600,80004823-1661797104,NULL,NULL,1,Custom,500,590,TRUE,NULL,101,40200,0,0,0,0,0,0,500,590
,C1P590590X                    ,"590 MM X 590 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,8000172E-1640871850,8000462B-1640872388,NULL,NULL,1,Custom,590,590,TRUE,NULL,101,40200,0,0,0,0,0,0,590,590
,C1P5921114X                   ,"592 MM X 1114 MM CARBON MEDIA ,1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C99-1626932387,8000384F-1541528583,NULL,NULL,1,Custom,1114,592,TRUE,NULL,101,40200,0,0,0,0,0,0,1114,592
,C1P592287X                    ,"592 MM X 287 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,8000154F-1630277750,800043AF-1625578023,NULL,NULL,1,Custom,287,592,TRUE,NULL,101,40200,0,0,0,0,0,0,287,592
,C1P592490X                    ,"592 MM X 490 MM CARBON MEDIA,1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800043F7-1626973296,NULL,NULL,1,Custom,490,592,TRUE,NULL,101,40200,0,0,0,0,0,0,490,592
,C1P592592                     ,"592 MM X 592 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,NULL,800037E8-1538055777,NULL,NULL,1,Custom,592,592,TRUE,NULL,101,40200,0,0,0,0,0,0,592,592
,C1P592592X                    ,"592 MM X 592 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C9A-1626932388,80003474-1505329768,NULL,NULL,1,Custom,592,592,TRUE,NULL,101,40200,0,0,0,0,0,0,592,592
,C1P592827X                    ,"592 MM X 827 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000C9B-1626932389,8000384E-1541528521,NULL,NULL,1,Custom,827,592,TRUE,NULL,101,40200,0,0,0,0,0,0,827,592
,C1P641/212                    ,"64 1/2 X 12 CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,800020A3-1718134537,NULL,NULL,NULL,1,Custom,12,64.5,FALSE,NULL,101,40200,0,0,0,0,0,0,12,64 1/2
,C1P645400X                    ,"645 MM X 400 MM CARBON MEDIA, 1-PAD EXACT",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CA9-1626932401,8000381C-1539623294,NULL,NULL,1,Custom,400,645,TRUE,NULL,101,40200,0,0,0,0,0,0,400,645
,C1P655585                     ,"655 MM X 585 MM CARBON MEDIA, 1-PAD",AC,1INM      ,F,Average,Inventory Replenishment,STCKFG,TAXABLE,NULL,NULL,NULL,EACH,EACH,EACH,Production,FALSE,NULL,NULL,Manufacturing,80000CAA-1626932402,8000394E-1550848912,NULL,NULL,1,Custom,585,655,TRUE,NULL,101,40200,0,0,0,0,0,0,585,655
